tema,indicador,anio,sexo,disc,entidad,rango_edad,decil,num,den,casos,fuente,universo,encuesta
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,4,0.0,794.0,7.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,5,0.0,578.0,5.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,6,0.0,1189.0,10.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,7,103.0,717.0,6.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,8,124.0,124.0,1.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,45-59,9,0.0,335.0,3.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,1,126.0,1113.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,10,0.0,1570.0,14.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,2,142.0,1768.0,14.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,3,115.0,1763.0,16.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,4,0.0,468.0,4.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,5,0.0,1306.0,11.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,6,0.0,989.0,9.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,7,0.0,2372.0,20.0,ENIGH (INEGI),Personas de 18 años o más,enigh
apoyos,Recibe la beca de discapacidad,2020,Hombres,Con discapacidad,Campeche,60+,8,0.0,1423.0,12.0,ENIGH (INEGI),Personas de 18 años o más,enigh
